,Article_ID,Initial value at source,Heat_values
965,5583,10,"[ 5.04992519  5.02626806 10.          5.03269851  5.03412969  5.
  5.02912405  5.03269851  5.03412969  5.02912405  9.49692703  5.
  5.02626806  5.03269851  5.03269851  7.78985776  5.01061668  6.99946245
  5.03269851  5.03269851  5.03269851  8.08354534  5.01061668  5.
  5.          5.03412969  5.03269851  8.08354534  5.03269851  5.03412969
  5.03412969  8.19563687  5.02840976  5.03269851  5.03269851  5.03412969
  5.03269851  7.66306588  5.13408217  5.          5.03269851  5.03269851
  5.01203559  5.03412969  5.03269851  5.01132604  5.03269851  5.02626806
  5.03269851  5.03269851  5.01203559  5.03269851  5.03412969  9.49692703
  5.03269851  6.71167842  5.02626806  5.02626806  5.01203559  5.03412969]"
966,477,10,"[ 5.02973611  5.13538076  5.0477348   5.02774355  5.07191785  5.00592119
 10.          5.01581871  5.0658522   7.27205853  5.          6.72858204
  5.02774355  5.0477348   6.97380219 10.          5.          6.52649174
  5.          5.06787261  5.03572253  5.0477348   5.0337256   5.02973611
  5.02973611  5.0658522   5.0477348   5.02973611  6.61133504  5.2884434
  5.00987586  6.4802975   5.01581871  7.31141468  5.01581871  6.52649174
  5.00197229]"
967,4477,10,"[ 5.01067102  9.44789031  5.02136728  5.00426538  5.02136728  5.02136728
  5.019226    9.70764905  5.02350956  5.00853479  5.01494649  5.01067102
  5.          5.02350956  5.04068435  5.019226    5.02565286  5.019226
  5.00639958  8.94186164  5.02565286  5.01280825  5.03208884  5.0342362
 10.          9.53119119  5.03208884  5.02136728  5.02779717  5.02565286
  5.04068435  5.02350956  9.80119366  5.00639958  9.61771524 10.
  9.36763916  5.00853479  5.          5.03208884  5.00639958  5.01067102
  8.75924078  5.019226    5.02350956  5.27901296]"
968,4954,10,"[ 5.29781431  5.10807128  9.48814938  5.15690918  5.05996287  5.29415008
  5.29781431  5.          5.29231943  5.10720584  5.          5.15690918
  5.20648764 10.          5.20559575  5.04719916  5.04719916  7.77032888
  5.04719916  6.42050106  5.          6.82443498  5.29231943  5.29231943
  5.29231943  5.06081562  5.29781431  5.29231943  5.          5.
  5.25772353  5.91932959  5.15690918  5.29781431  5.          5.15690918
  5.29781431  5.29781431  5.29781431  5.          6.04556143  5.29781431
  5.29231943  5.42192047  5.20559575  5.01593445  5.25772353  5.29231943
  5.          6.18790102  5.29781431  6.01433731  5.15603061  5.
  5.04804847  5.          5.10634063  5.04804847  5.94510407  5.04804847
  5.29231943]"
969,4020,10,"[ 5.05940656  5.00490358 10.          7.94257346  5.          5.00245073
  5.          5.00490358  5.00245073 10.          5.00245073  5.
  5.          5.00490358  5.00245073  5.22134579  5.         10.
  7.79911785  5.00490358  5.00490358  5.00490358  5.00490358  5.00245073
  7.79911785 10.          5.00245073 10.         10.          5.00490358
  5.00245073  5.00490358  5.         10.        ]"
970,3052,10,"[ 5.0596253   7.50390414  5.04788705  5.04496041  5.04788705  7.59534154
  5.04788705  5.04788705  5.03474207  5.0596253   5.05228294  9.82788927
  5.03765765  5.0596253   5.04496041  5.03474207  7.74631532  7.33979637
  5.05374983  5.03474207  5.05228294  5.05228294  5.03619946 10.
  7.30222613  5.0596253   5.          5.05374983  5.04496041  5.05228294
  5.03474207  7.07103799  5.04788705  5.0596253   5.03474207  5.22472387
  5.04496041  5.03474207  6.55209835  5.05228294  9.82788927  5.0596253
  5.05374983]"
971,2266,10,"[ 5.14064581  5.00369144  5.11593803  5.08007652  5.14064581  5.11973016
  8.98337756  5.07256433  5.07444116  5.07819725  5.11783368  5.07256433
  5.14064581  5.1140432   7.98386052  5.14064581  5.13874026  7.4685438
  7.08569245  9.11103511  5.13874026  5.14255219  5.1140432   5.11783368
  5.00553837  5.03705903 10.          5.14064581  5.13874026  5.
  5.13874026  5.13874026 10.          7.13208908  9.11103511  5.04264569
  5.36339101  5.13874026  5.1140432   5.07256433  5.14255219  5.13874026
  5.04078266  5.13874026  5.13874026  8.98337756  5.00369144  5.07256433]"
972,3032,10,"[ 5.1505644   5.          5.          5.          7.34991024 10.
  5.         10.          5.          5.          5.         10.
 10.          5.         10.         10.          5.37926603 10.
 10.          5.          5.         10.        ]"
973,1025,10,"[ 5.09131141  5.01119902  5.01119902  5.01119902  5.01192273  5.00036072
  5.01192273  5.00036072  5.01119902  5.00036072  5.01192273  5.01119902
  9.87724675  5.01192273  9.0729715   5.01119902  5.          9.54183546
  5.01192273  5.00902876  5.01119902  5.01119902  8.52464449  5.01192273
  5.00541455  9.87724675  5.          5.01119902  5.01119902  5.01192273
  5.00902876  5.00541455  5.00902876  5.00072147  5.01119902  5.01119902
  5.          9.87724675  5.01192273  5.01119902  5.01119902  5.01119902
  5.01119902  5.01119902  5.01119902  5.01192273  5.00036072  5.00541455
  5.          5.          5.01119902  5.00902876  5.01119902  5.00541455
  5.01119902  5.01192273  5.          5.01119902  8.55662486 10.
  5.01119902  5.01119902  5.01119902  5.01119902  5.00902876 10.
  5.01192273  5.01192273  5.01119902  5.          5.00036072  5.00036072
  5.01192273  5.00541455  9.87724675  5.01119902  5.01192273  5.01119902
  5.00036072  5.00541455  5.01119902  5.01119902  5.01192273  5.00902876
  5.01192273  5.00541455  5.01192273  5.01119902  5.01119902  5.01119902
  5.00902876  5.01119902  5.01119902  5.01119902  5.01119902  5.
  5.01119902  5.01192273  5.01119902  5.00036072]"
974,2201,10,"[ 5.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.          5.37004076]"
975,5032,10,"[ 5.08298816  5.08298816  5.08404459  5.08246007  9.71555737  5.08298816
  5.08351634  5.0593015   5.          9.64938412  5.08298816  5.08351634
  5.          5.08404459  5.08246007  5.08351634  5.          5.08298816
  5.08351634  5.08351634  5.0593015   5.08351634  5.08404459  5.08351634
  5.08404459  5.08298816  5.08298816  5.02952508  5.02952508  5.08510132
  5.05982615  5.08510132  5.08298816  5.08510132  5.08510132  5.08404459
  5.08246007  5.08351634  5.02173104  5.02173104  5.08298816  5.08510132
 10.          5.02173104  5.08404459  5.02173104  5.05982615  5.0593015
  5.08404459  9.78362337  5.02173104  9.85366208  7.87681382  5.08404459
  6.79128349  5.08246007  5.02173104  5.08510132  5.08510132  5.02173104
  5.08298816  5.02952508  5.08246007  5.08404459  5.18042113  9.64938412
  5.08298816  5.08298816  6.94095635  5.08510132  5.08298816  5.08351634
  6.47867064  5.08298816  5.08298816  5.08298816  5.08246007  5.02173104
  5.08510132  5.08298816  5.00103174  5.02173104]"
976,4903,10,"[ 5.07948662  5.00505587  7.46149338  5.06132711  5.          6.64264042
  5.00505587  5.03304037  5.0025267   5.          5.29327144  5.
  5.01012163  7.64054625  5.00505587  5.00505587 10.          9.77356693
 10.          6.97985228  5.03816084  6.97985228  5.06391373  5.06391373
  5.0025267   5.03816084  5.00505587  5.03816084  7.05177294  6.62016969
  5.03816084  5.03304037]"
977,1182,10,"[ 5.04538397  5.          5.00360333  5.          5.00360333 10.
  9.80893499  5.00360333 10.          5.18225552  5.00360333 10.
  7.90450608  5.          5.00180107  9.80893499  5.00360333  5.
  5.00360333  5.00360333  9.80893499  5.00360333  5.00360333  5.00360333
  5.          5.          5.          5.00360333  7.83832779  5.
  5.00360333  5.00180107  5.00360333  5.00360333  7.77513002  5.00360333
  7.83832779  5.          5.00360333]"
978,4430,10,"[ 5.33327144 10.          5.1111814   5.15486424  5.21737299  5.31440944
  5.2062885   5.15486424  8.36830598  7.89253549  5.31440944  5.28436577
  5.31440944  5.15121013  5.31440944  5.1111814   5.31440944  5.1111814
  5.1111814   5.72050866  5.15486424  5.28436577  7.6488845  10.
  5.31440944  7.60993549  5.11480779  5.15486424  5.11480779  9.38908188
  7.55415511  5.11480779  5.00354937  5.          5.28436577  5.11480779
  9.38908188  7.18546381]"
979,2301,10,"[ 5.04072264  5.01351012  5.01351012 10.          5.01351012  5.01351012
  5.01351012  5.01351012  8.13588075  5.00945037 10.          5.01351012
  5.00945037  5.01215623  5.          5.01215623 10.          8.34447558
  5.01215623  5.          5.00945037  5.01351012  5.00945037  5.01215623
  5.          5.01215623  5.          5.01215623  5.01215623  7.73774822
 10.          5.01215623  5.01080298  5.01215623  5.01351012  5.
 10.          5.00945037  5.01080298  5.00945037  5.00945037  5.
 10.          5.00945037  8.27192934  5.16356111]"
980,3469,10,"[ 5.12305891  5.04178643  5.12305891  5.          6.1092978   5.12633502
  5.39827792  5.          5.          5.12633502  5.39827792  5.
  5.12305891  5.12633502  5.          9.88002388  5.12633502  9.88002388
  5.          5.52692624  5.12633502  5.          5.40515972  5.66203228
  8.55883172  5.12305891  5.53748181  7.88540406  5.12633502  5.64049618
  7.48766365  5.          5.         10.          7.22537288  5.
  5.64049618  7.03050754  7.15489619  6.97546358  5.64049618]"
981,3365,10,"[ 5.03711509  8.49677482  5.          5.01849757  8.49677482  5.01849757
  5.02026549  5.          5.02026549  8.14036385 10.          5.02026549
  5.01849757  5.          5.          5.00879346  5.014965    5.02026549
  5.13846661  5.02026549  5.014965    5.01849757  5.02026549  5.02026549
  5.02026549  5.01584773  7.80646401  5.02026549 10.          7.80646401
  5.02026549  5.01584773  8.36936695  7.43685369  5.02114985  5.014965
  5.02026549  5.02026549  5.02026549  5.02026549  5.02026549  5.01849757
  5.00879346  5.02026549  5.00175653  5.00087813  5.01849757  5.014965
  5.01849757  5.01849757  5.014965    5.02026549 10.          5.01849757
  5.00879346  5.00087813  5.        ]"
982,4237,10,"[ 5.12443149  5.14087007  5.05210201  5.09660943  5.09660943 10.
  5.12443149  5.12539581  5.09660943  5.2465657   5.12539581  5.05210201
  5.05210201  7.28172271  5.0652846  10.          5.09660943  5.05210201
  5.09660943  5.09279357  5.          5.09279357  6.48155322  8.54152287
  5.09851932  5.00092165  5.05210201  6.64832882  5.          5.06622864
  5.12443149  5.0652846   5.05210201  5.05210201 10.          5.03337918
  5.12443149  5.05210201  5.09279357  5.06811769  6.07530287  5.12539581
  5.          5.05210201  7.17757745  5.06622864  5.03337918  6.29987047
  5.00184361  5.03337918  5.03337918  5.09660943  5.09660943  5.00092165]"
983,2644,10,"[ 5.00690321 10.          5.0238297   5.02305871  9.76736294  5.02151719
  5.02151719  5.00690321  5.0238297   5.01766606  5.0238297   5.0238297
  5.0238297   5.02151719 10.          5.0053681   5.          5.0238297
  5.01766606  5.0238297   5.0238297   9.84250673  5.0053681   5.0053681
  5.00690321  5.0238297   5.0238297   9.42368133  5.0238297   5.02228787
  8.31989697  5.0053681   5.0238297   5.02228787  5.          5.0238297
  5.01766606  5.01766606  5.0238297   5.02228787  5.02460084  5.0238297
  5.0238297   5.0238297   5.01766606  5.0053681   5.14838315  5.0053681
  5.02228787  5.          8.31989697  5.          5.0238297  10.
  5.0238297   5.0238297   8.67924153  5.          5.0238297   8.59280762
  5.0053681   5.0238297   5.0053681   5.0238297   5.0238297   5.0238297
  5.0053681   5.01766606  5.          5.0238297   5.01766606]"
984,2268,10,"[ 5.08890629  7.63434367  5.04129001  5.04129001  5.05594299  7.27995371
  5.00110793 10.          5.0022163   5.04129001  5.04129001  7.8104279
  5.          5.05368372  5.05481313  5.05368372  5.0570733   5.05594299
  5.04129001  6.78567067  5.00332512 10.          5.          5.00332512
  5.04129001  5.0022163   7.76416968  5.04129001  5.01778017  5.0570733
  5.0570733   5.05820407  5.02001071  5.00332512  6.56524323  5.0022163
  5.20436104  5.05594299  5.          5.05594299  5.01889522  5.01889522
  5.0570733   5.05820407 10.          6.53845067  5.05368372  5.0022163
  5.          5.0022163 ]"
985,300,10,"[ 5.06085309  5.07318184  5.06085309  5.06085309  5.          5.06085309
  5.06085309  5.04770255  5.04770255  5.          5.04770255  5.04857736
  5.06085309  5.          5.02591944  5.06085309  8.79155166  5.01725302
  5.17466144  5.03287181  5.01811846  5.06085309  5.04770255  5.01725302
  5.01725302  5.04770255  5.          5.01811846  5.01725302  5.04770255
  5.01811846 10.          5.06085309  5.03287181  5.04770255  5.03200182
 10.          5.          5.          7.91005568  7.27926356  5.03200182
  6.89671054  7.10370688  5.01725302  5.01725302  5.          5.01725302
  5.02591944  5.02591944  5.01725302  6.89671054  6.58896265  5.01811846
  5.01725302  5.05120343  7.10370688]"
986,4094,10,"[ 5.03388977  5.01843063  5.0202809   5.01781416  5.00183718 10.
  5.019664    7.97919783  5.00735655  5.01843063  7.80329896  5.019664
  5.019664    5.01227254  5.01227254  5.01104267  5.019664    5.019664
  7.54066333  5.01843063  5.          5.01288769  5.00919896  5.01227254
  8.12619919  5.01843063  5.01104267  5.00919896  5.01534976  5.
  7.35186815  5.01658167  5.00061225  5.01534976  5.00183718  5.
  5.00183718  5.01042795  7.04807102  5.          5.01227254  5.00735655
  5.01227254  5.01227254  5.01843063  7.44260489  7.61054313  5.01781416
  5.01596564  5.01534976  5.          5.01781416  7.11632478  5.01719784
  5.00735655  5.01104267  5.01719784  5.          5.01781416  5.00183718
  5.01534976  5.00919896  5.00183718  5.01534976  5.11385054]"
987,3343,10,"[ 5.03334237  5.          5.03721488  5.03592346  5.03592346  5.
  5.18290058  5.03592346  5.0320527   5.02689986  5.03592346  5.03592346
  5.03592346  5.02947511  5.02561311  5.02561311  5.02432694  7.77318043
  5.0320527   7.98573871  5.0320527   8.30285411  7.98573871  5.02432694
  7.8754751   5.0281872   8.30285411  7.10482489  5.03592346  5.02947511
  5.          5.0320527   8.10491734  7.07727601  5.03592346  5.03592346
  5.03721488 10.          5.03592346  5.0320527   5.03592346  5.
  5.00127516  5.0320527   5.0320527   5.          5.02947511]"
988,1267,10,"[ 5.01152513  5.01070078  5.01399921 10.          9.28532092  5.0008221
  5.00246682  5.01070078  5.00164437  5.01070078  5.01070078  5.00411223
  9.22479308  5.0090526   5.0008221   5.0008221   5.          5.0090526
  5.01070078  5.01070078  5.00246682  5.0090526   5.00164437 10.
  5.01070078  5.01152513  5.0008221   5.0090526   9.10867645  9.22479308
  5.01070078  5.01317434  5.00164437  5.0008221   5.01070078  5.01070078
  5.01317434  9.16593378  5.          5.00164437  5.00164437  9.83893623
  5.00164437  5.0008221   5.00411223  5.00164437  5.00164437  5.00164437
  5.01317434  5.0090526   5.01070078  5.00411223  5.0090526   5.0008221
  5.01070078  5.00246682  5.0090526   5.01070078 10.          5.01070078
  5.01070078  5.01070078  5.0090526   5.14056372  5.0090526   5.0090526
  9.10867645  5.0008221   5.01070078]"
989,2335,10,"[ 5.07555572  5.0015867   5.02869863  5.0383301   5.02869863  5.
 10.          7.64735176  5.20888253  5.0383301   5.02869863  5.
  5.02709657  5.          5.02709657  5.0383301   5.0383301  10.
  5.02709657  5.02709657  5.0015867   7.69778375 10.          5.0303016
 10.          5.0383301  10.          7.01456181  5.02869863 10.
  5.02709657  5.00317429  5.          5.0383301   5.0383301   5.0383301
  5.02869863  8.04732186  5.02869863  5.0383301   5.0383301   5.        ]"
990,5100,10,"[ 5.03946467  5.04763058  5.01410136  5.02523233  5.05069903  5.04660852
  8.31492263  5.01410136  5.03844563  5.05069903  5.04660852  5.03946467
  7.59495079  5.04660852  6.94154686  9.85576999  5.03742697  5.04763058
  5.02523233  5.05069903  5.05069903  5.01410136  6.67790661  5.
  5.00100482  5.03640868  5.04763058  5.0151114   5.02523233  5.02523233
  5.04660852  5.          5.00301558  5.00100482  5.05069903  5.05069903
  5.          5.01410136  5.04660852  8.07092963  5.05069903  5.05069903
 10.          7.63568763  5.17734094  5.05069903  5.          5.03640868
  7.21947399  7.63568763  5.02523233  5.01410136]"
991,1698,10,"[ 5.01468946  5.01523462  5.00978657  9.36474616  5.01087555  5.00108613
  5.01468946  5.00108613  5.00978657  5.01632518  5.01523462  5.01632518
  5.          9.85890151  5.01033102  5.01577986  5.01033102  5.
  5.00978657  5.01468946  5.00108613  9.92846525  5.          5.01523462
  5.00054303  5.00108613  5.01523462  5.11690311  5.          5.01468946
 10.          5.01632518  5.01577986  5.01033102  5.01577986  5.01632518
  5.01632518  5.00054303  9.30983491  5.01087555  8.54875634  5.00054303
  5.01468946  5.          5.00978657  5.01468946  5.01033102  5.00108613
  5.01523462  5.01577986  5.01468946  5.00054303  5.01577986  5.00054303
  5.01468946  8.51220702  5.01577986  5.01468946  5.01632518  5.01632518
  5.00108613  5.00108613  5.00108613  5.01577986  5.01033102  5.00054303
  5.01033102  9.85890151  5.00054303  5.00108613  9.85890151  5.01577986
  5.01468946  8.58606981  5.00978657  5.00978657  5.01033102  5.01033102
  5.01523462  5.01577986  5.00978657  5.00978657  5.00054303]"
